song,year,artist,lyrics
back-to-life,2007,disbelief,"full of hope
full of longing
i'm stretched to life
my world is coming
so, it comes back
my life, my person
welcome back
i'm living again...
again, yeah...
again, yeah...
i'm back
i'm back to life
i'm coming
back to life
back to life, back to life
back to life, back to life
to revive my life
i am i
i am i again satisfied
satisfied, satisfied, satisfied, satisfied, satisfied
i'm back
i'm back to life
i'm coming
back to life, back to life
back to life, back to life
back to life, back to life
back to life
again, i'm back, again, i'm coming"
pounding,2007,disbelief,"they want your heart, they want that i'm apart, that i'm apart
pounding life
they give me names, swear words and pain
at night - wake night, be bathed in sweat
pounding life
in the morning i catch a sight of...
pounding life
no will to give me bad names... pounding life
no way to love me... pounding life
isolated from life... feel the pounding life"
why-emotional,2007,disbelief,"declarations for these depressions
i'm searching myself
a bounded room in me
is there for irritation
bitterness grows in me
sacrifice of conscience
why emotional?
why emotional?
life without sentiments
inner cramps to pain
frustration decides my being
contempt for my ow - for my own
why emotional?
why emotional?
why?
why?
why?
a long time ago
sentiments were normal
now i'm asking me, why?
why emotional?
the closing in myself
would be open in itself
the key is burried in nothingness
it'll be find a way into light
into light
why emotional? - why emotional?
why emotional? - why emotional?
why?"
falling-without-reason,2007,disbelief,"i don't know who you are
i don't know when you slipped inside of me
you possessed my life
you hurt me deep inside
years that passed by
pure energy is lost, lost so far, lost...
i want to say you it's mine
my own life controls me, not you, not those ones
a plot against of my own
a challenge for me and my inner strength
falling without reason
wake me up and stop me when it comes
falling without reason
break out as far as you can, as you can...
i don't know who you are
i don't know when you slipped inside of me
just why did you choose me
to be your captive or companion
show me your face i want to see
to understand this fault of my past
falling without reason
wake me up and stop me when it comes
falling without reason
break out as far as you can
falling without reason
falling without reason
this period of time
i won't forget, i won't forget..."
in-a-cage,2007,disbelief,"life is always pain . . .
i'll never be the same . . .
in a cage . . ."
god-master,2007,disbelief,"take my hand
the hand i've lost
i'll never find trust
in life to the ghost
the ghost surrounds me
an order like a wish
tears fall from eyes
a candle in the wind
lie - a lie - a lie . . .
a candle in the wind
i try to find peace with all my ways
the outside comes back, to real life
is this a turning?
god master?!
i am your god
i am your master
i be like a friend for you
god master?! - god master?!
god master?!
god master?! - god master?!
god master?!
god - god - god master?!
god master?! - god master?!
god master?!
god master?! - god master?!
god master?!"
shine,2007,disbelief,"shine, shine
i'm so depressed, i'm so alone
with my own thoughts
they, never been told
it's like a tunnel, no light sorrounds me
i loose my aim
and i'm in grief
shine, shine...
my time will come, then i'll shine
i'm looking back
subjected life
until it's true i must be strong
i've to stand tall
without a doubt
am i blind
no, i'll shine, i'll shine, i will...
shine - shine - shine - shine
it's just one step, it's just one thought
keeps me alive
to carry on
it's not for you, only for me
it's like a wonder
and now i'm in love
am i blind
no, i'll shine, i'll shine, i will...
shine - shine
that was my story of bitterness and no glory
now see me shine, now see me shine"
mindstrip,2007,disbelief,"...from the ground of life...
...from the other side...
...no tomorrow..."
the-harmony-within,2007,disbelief,"it's back . . .
what i've been i've lost . . ."
eternal-sufferings,2007,ataraxie,"my wounds are widely opened now
time has come to plunge into despair
darkness is the only wish of this world of sorrow
there is no place for joy in my bleeding heart
i cannot reach my innner peace
that i deserve in my griefful moments
someday i will drown myself into my neverending tears
someday i will see myself dying of eternal sufferings
my blood is frozen into my veins
all i can feel is this loneliness
which has been invading me for countless years
which is leading me to these eternal sufferings"
the-other-path,2007,ataraxie,"for so long i've been walking on the path of my life
this way it hurts my feet but bravely i'm going on
straight ahead, with no staff to support me
around me, the landscape remains the same
it used to please me, it now turned grey
around me, i see barriers to infinity
i cannot escape my destiny
a long time ago, this way i've chosen
cause i couldn't cope with suffering
a sign said ""felicity at the end""
i started walking and now i'm going on
for too long i've been walking on the path of my life
on its sides, bushes have turned into barb wire
for too long, i've been walking on the road of my faith
it has now turned into the darkest corridor
all i want is to fly away, to leave this gloomy road
i'm now waking up n'don't want to follow it anymore
but wings i don't own, my salvation is lost
as i'm used to, i keep walking on and on
as i reach the bottom of my doom
a light appears and shines through the night
this is not the end of my road, it's another path
it snakes away to another life
for too long i've been walking on the path of my life
time has come to make the choice
for too long, i've been walking on the road of my faith
pray for me to do the best"
funeral-hymn,2007,ataraxie,"these endless sufferings will never stop
your departure's brought emptiness in my mind
i hear the angels singing your funeral hymn
memories of you remind me of your wasted life
why did you leave me here without telling a last goodbye?
dark thoughts come to me
and contaminate my mind
so many tears i have shed thinking of you
so many nights i have suffered from your absence
these endless sufferings will never stop
your departure's brought nothingness in my heart
i hear the angels weeping your funeral hymn
memories of you remind me of your wasted life
why did you leave me here without telling me a last goodbye?
dark thoughts come to me
and contaminate my mind
so many tears i have shed thinking of you
so many nights i have suffered from your absence"
